Class,SpellName,Rank1_ID,AllRankIDs,flags0,flags1,flags2,flags0_hex,flags1_hex,flags2_hex,SpellType,ModifiableStats,VerifyCommand
Warlock,"Rain of Fire",42227,"42227",32,0,0,0x00000020,0x00000000,0x00000000,Channel/AoE,"Damage (op=0), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 42227"
Warlock,"Rain of Fire",39273,"39273",32,0,0,0x00000020,0x00000000,0x00000000,Channel/AoE,"Damage (op=0), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 39273"
Warlock,"Rain of Fire",42223,"42223, 42224, 42225, 42226, 42218, 47817, 47818",32,0,0,0x00000020,0x00000000,0x00000000,Channel/AoE,"Damage (op=0), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 42223"
Warlock,"Shadow Bolt Volley",48687,"48687",1,0,0,0x00000001,0x00000000,0x00000000,Channel/AoE,"Damage (op=0), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 48687"
Warlock,"Add Moogly Radius (PT)",12256,"12256",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 12256"
Warlock,"Anguish",33698,"33698, 33699, 33700, 47993",33554432,0,0,0x02000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 33698"
Warlock,"Area Death (TEST)",265,"265",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 265"
Warlock,"Area Despawn",54090,"54090",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54090"
Warlock,"Atrocity",47206,"47206",2,0,0,0x00000002,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47206"
Warlock,"Blood Pact",6307,"6307, 7804, 7805, 11766, 11767, 27268, 47982",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 6307"
Warlock,"Boil Blood",50205,"50205",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 50205"
Warlock,"Boiling Blood",38027,"38027",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38027"
Warlock,"Chaos Bolt",50796,"50796, 59170, 59171, 59172",0,131072,0,0x00000000,0x00020000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 50796"
Warlock,"Chaos Bolt",71108,"71108",0,131072,0,0x00000000,0x00020000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 71108"
Warlock,"Chaos Bolt",69576,"69576",0,131072,0,0x00000000,0x00020000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 69576"
Warlock,"Chaotic Mind",61188,"61188",0,131072,0,0x00000000,0x00020000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 61188"
Warlock,"CKTest Bolt",68073,"68073",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 68073"
Warlock,"Conflagrate",17962,"17962",0,8388608,0,0x00000000,0x00800000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 17962"
Warlock,"Confused Cansis",37200,"37200",1073741824,0,0,0x40000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 37200"
Warlock,"Confused Ogre",36661,"36661",1073741824,0,0,0x40000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36661"
Warlock,"Consume Shadows",36472,"36472",33554432,0,0,0x02000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36472"
Warlock,"Consume Shadows",17767,"17767, 17850, 17851, 17852, 17853, 17854, 27272, 47987, 47988",33554432,0,0,0x02000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 17767"
Warlock,"Create Firestone",6366,"6366, 17951, 17952, 17953, 27250, 60219, 60220",1048576,0,0,0x00100000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 6366"
Warlock,"Create Soulstone",20022,"20022",1048576,0,0,0x00100000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 20022"
Warlock,"Create Soulstone",693,"693, 20752, 20755, 20756, 20757, 27238, 47884",1048576,0,0,0x00100000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 693"
Warlock,"Create Spellstone",2362,"2362, 17727, 17728, 28172, 47886, 47888",1048576,0,0,0x00100000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 2362"
Warlock,"Dance Trance",29516,"29516",1073741824,0,0,0x40000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 29516"
Warlock,"Dark Pact",18220,"18220, 18937, 18938, 27265, 59092",2147483648,0,32768,0x80000000,0x00000000,0x00008000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 18220"
Warlock,"Death Coil",28412,"28412",524288,0,0,0x00080000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 28412"
Warlock,"Death Coil",6789,"6789, 17925, 17926, 27223, 47859, 47860",524288,0,0,0x00080000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 6789"
Warlock,"Death Coil",46283,"46283",524288,0,0,0x00080000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 46283"
Warlock,"Decimate",47271,"47271",0,131072,0,0x00000000,0x00020000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47271"
Warlock,"Demon Skin",687,"687, 696",0,0,16,0x00000000,0x00000000,0x00000010,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 687"
Warlock,"Demonic Circle: Teleport",48020,"48020",0,0,32,0x00000000,0x00000000,0x00000020,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 48020"
Warlock,"Demonic Empowerment",47193,"47193",0,0,4160,0x00000000,0x00000000,0x00001040,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47193"
Warlock,"Demonic Frenzy",32851,"32851",0,0,8,0x00000000,0x00000000,0x00000008,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 32851"
Warlock,"Demonic Pact",54909,"54909",0,1048576,0,0x00000000,0x00100000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54909"
Warlock,"Demonic Pact",53646,"53646",0,1048576,0,0x00000000,0x00100000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53646"
Warlock,"Detect Invisibility",132,"132",0,0,64,0x00000000,0x00000000,0x00000040,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 132"
Warlock,"Devour Magic",19505,"19505, 19731, 19734, 19736, 27276, 27277, 48011",0,0,1024,0x00000000,0x00000000,0x00000400,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 19505"
Warlock,"Disgruntled",40851,"40851",2147483648,0,0,0x80000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40851"
Warlock,"Drain Life",30412,"30412",8,0,0,0x00000008,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30412"
Warlock,"Drain Life",689,"689, 699, 709, 7651, 11699, 11700, 27219, 27220, 47857",8,0,0,0x00000008,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 689"
Warlock,"Drain Soul",1120,"1120, 8288, 8289, 11675, 27217, 47855",16384,0,0,0x00004000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1120"
Warlock,"Empowered Imp",54278,"54278",0,16777216,0,0x00000000,0x01000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54278"
Warlock,"Enslave Demon",1098,"1098, 11725, 11726, 61191",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1098"
Warlock,"Enslave Demon",20882,"20882",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 20882"
Warlock,"Eye of Kilrogg",126,"126",0,0,64,0x00000000,0x00000000,0x00000040,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 126"
Warlock,"Eye of Kilrogg Passive (DND)",2585,"2585",0,1073741824,0,0x00000000,0x40000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 2585"
Warlock,"Fel Domination",18708,"18708",0,0,128,0x00000000,0x00000000,0x00000080,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 18708"
Warlock,"Fel Infusion",30659,"30659",2147483648,0,0,0x80000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30659"
Warlock,"Fel Intelligence",54424,"54424, 57564, 57565, 57566, 57567",0,33554432,0,0x00000000,0x02000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54424"
Warlock,"Firebolt",44577,"44577",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 44577"
Warlock,"Firebolt",30180,"30180",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30180"
Warlock,"Firebolt",30050,"30050",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30050"
Warlock,"Firebolt",3110,"3110, 7799, 7800, 7801, 7802, 11762, 11763, 27267, 47964",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 3110"
Warlock,"Firebolt",44164,"44164",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 44164"
Warlock,"Firebolt",20801,"20801",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 20801"
Warlock,"Firebolt",36227,"36227",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36227"
Warlock,"Firebolt",46044,"46044",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 46044"
Warlock,"Firebolt",36905,"36905",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36905"
Warlock,"Firebolt",39022,"39022",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39022"
Warlock,"Firebolt",38239,"38239",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38239"
Warlock,"Firebolt",39023,"39023",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39023"
Warlock,"Firebolt",36906,"36906",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36906"
Warlock,"Firestone - 14 Spell Crit",55147,"55147",2097152,0,0,0x00200000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55147"
Warlock,"Firestone - 21 Spell Crit",55148,"55148",2097152,0,0,0x00200000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55148"
Warlock,"Firestone - 28 Spell Crit",55149,"55149",2097152,0,0,0x00200000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55149"
Warlock,"Firestone - 35 Spell Crit",54718,"54718",2097152,0,0,0x00200000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54718"
Warlock,"Firestone - 42 Spell Crit",55150,"55150",2097152,0,0,0x00200000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55150"
Warlock,"Firestone - 49 Spell Crit",55151,"55151",2097152,0,0,0x00200000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55151"
Warlock,"Firestone - 7 Spell Crit",55146,"55146",2097152,0,0,0x00200000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55146"
Warlock,"Flames of Chaos",39056,"39056",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39056"
Warlock,"Flames of Chaos",39055,"39055",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39055"
Warlock,"Fury",40845,"40845",2147483648,0,0,0x80000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40845"
Warlock,"Haunt",48181,"48181, 59161, 59163, 59164",0,262144,0,0x00000000,0x00040000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 48181"
Warlock,"Hellfire",40717,"40717",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40717"
Warlock,"Hellfire",30859,"30859",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30859"
Warlock,"Hellfire",40718,"40718",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40718"
Warlock,"Hellfire",39132,"39132",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39132"
Warlock,"Hellfire",34660,"34660",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34660"
Warlock,"Hellfire",39131,"39131",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39131"
Warlock,"Hellfire",34659,"34659",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34659"
Warlock,"Hellfire",43438,"43438",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43438"
Warlock,"Hellfire",42270,"42270",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 42270"
Warlock,"Hellfire",1949,"1949, 11683, 11684, 27213, 47823",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1949"
Warlock,"Hellfire",43465,"43465",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43465"
Warlock,"Hellfire Effect",30860,"30860",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30860"
Warlock,"Hellfire Effect",5857,"5857, 11681, 11682, 27214, 47822",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 5857"
Warlock,"Howl of Terror",50577,"50577",0,8,0,0x00000000,0x00000008,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 50577"
Warlock,"Howl of Terror",5484,"5484, 17928",0,8,0,0x00000000,0x00000008,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 5484"
Warlock,"Ignite",58438,"58438",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 58438"
Warlock,"Incinerate",38918,"38918",0,64,0,0x00000000,0x00000040,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38918"
Warlock,"Incinerate",41960,"41960",512,0,0,0x00000200,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 41960"
Warlock,"Incinerate",29722,"29722, 32231, 47837, 47838",0,64,0,0x00000000,0x00000040,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 29722"
Warlock,"Incinerate",36832,"36832",0,64,0,0x00000000,0x00000040,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36832"
Warlock,"Inferno Effect",22703,"22703",0,0,1,0x00000000,0x00000000,0x00000001,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 22703"
Warlock,"Lash of Pain",7814,"7814, 7815, 7816, 11778, 11779, 11780, 27274, 47991, 47992",8192,0,0,0x00002000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 7814"
Warlock,"Lesser Invisibility",7870,"7870",1073741824,0,0,0x40000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 7870"
Warlock,"Mad Seduction",36241,"36241",1073741824,0,0,0x40000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36241"
Warlock,"Metamorphosis",47241,"47241",0,0,8192,0x00000000,0x00000000,0x00002000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47241"
Warlock,"Nightmare",48319,"48319",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 48319"
Warlock,"Nightmare Effect",48379,"48379",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 48379"
Warlock,"Pandemic",58691,"58691",0,0,256,0x00000000,0x00000000,0x00000100,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 58691"
Warlock,"Permanent Area Damage 50k",30879,"30879",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30879"
Warlock,"Power Conversion",50982,"50982",262144,0,0,0x00040000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 50982"
Warlock,"Prophecy of Blood",41230,"41230",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 41230"
Warlock,"Prophecy of Blood",41231,"41231",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 41231"
Warlock,"Prophecy of Blood",52468,"52468",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 52468"
Warlock,"QA Damage Coefficient 1",34177,"34177",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34177"
Warlock,"QA Test Buff Spell Three",51264,"51264",0,32,0,0x00000000,0x00000020,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 51264"
Warlock,"QA Test Buff Spell Two",51261,"51261",0,32,0,0x00000000,0x00000020,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 51261"
Warlock,"Ritual of Doom",18540,"18540",0,0,64,0x00000000,0x00000000,0x00000040,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 18540"
Warlock,"Ritual of Souls",29893,"29893, 58887",0,2147483648,0,0x00000000,0x80000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 29893"
Warlock,"Russell's Test Hellfire Effect!!",45024,"45024",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 45024"
Warlock,"Sacrifice",7812,"7812, 19438, 19440, 19441, 19442, 19443, 27273, 47985, 47986",33554432,0,0,0x02000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 7812"
Warlock,"Scan Ground Effect",36311,"36311",64,0,0,0x00000040,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36311"
Warlock,"Searing Pain",5676,"5676, 17919, 17920, 17921, 17922, 17923, 27210, 30459, 47814, 47815",256,0,0,0x00000100,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 5676"
Warlock,"Seduction",6358,"6358",1073741824,268435456,0,0x40000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 6358"
Warlock,"Shadow Bite",54049,"54049, 54050, 54051, 54052, 54053",0,4194304,0,0x00000000,0x00400000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54049"
Warlock,"Shadow Bolt",686,"686, 695, 705, 1088, 1106, 7641, 11659, 11660, 11661, 25307, 27209, 47808, 47809",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 686"
